3#__tn,3$__tt,5$__idx,1$__cid
idx__658,tt__Inside the Outside,1,1.0
tt__Inside the Outside,cid__title,1.0,1
idx__658,tt__202640,1,1.0
tt__202640,cid__length,1.0,1
idx__658,tt__The Amboy Dukes,1,1.0
tt__The Amboy Dukes,cid__artist,1.0,1
idx__658,tt__Migration,1,1.0
tt__Migration,cid__album,1.0,1
idx__658,tt__1991,1,1.0
tt__1991,cid__year,1.0,1
idx__658,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__659,tt__010-World Taste Sweet (Stuck in the Middle),1,1.0
tt__010-World Taste Sweet (Stuck in the Middle),cid__title,1.0,1
idx__659,tt__4m 58sec,1,1.0
tt__4m 58sec,cid__length,1.0,1
idx__659,tt__Maxmillion Dunbar,1,1.0
tt__Maxmillion Dunbar,cid__artist,1.0,1
idx__659,tt__House of Woo (2013),1,1.0
tt__House of Woo (2013),cid__album,1.0,1
idx__659,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__660,tt__Medley: Theme from Schindler's list / Via dolorosa,1,1.0
tt__Medley: Theme from Schindler's list / Via dolorosa,cid__title,1.0,1
idx__660,tt__424133,1,1.0
tt__424133,cid__length,1.0,1
idx__660,tt__Maurice Sklar,1,1.0
tt__Maurice Sklar,cid__artist,1.0,1
idx__660,tt__Songs of Zion,1,1.0
tt__Songs of Zion,cid__album,1.0,1
idx__661,tt__Medley: Theme from Schindler's list / Via dolorosa - Songs of Zion,1,1.0
tt__Medley: Theme from Schindler's list / Via dolorosa - Songs of Zion,cid__title,1.0,1
idx__661,tt__7,1,1.0
tt__7,cid__length,1.0,1
idx__661,tt__Maurice Sklar,1,1.0
tt__Maurice Sklar,cid__artist,1.0,1
idx__662,tt__Medley: Theme from Schindler's list / Via dolorosa (Songs of Zion),1,1.0
tt__Medley: Theme from Schindler's list / Via dolorosa (Songs of Zion),cid__title,1.0,1
idx__662,tt__07:04,1,1.0
tt__07:04,cid__length,1.0,1
idx__662,tt__Maurice Sklar,1,1.0
tt__Maurice Sklar,cid__artist,1.0,1
idx__662,tt__USongs of Zion,1,1.0
tt__USongs of Zion,cid__album,1.0,1
idx__663,tt__Maurice Sklar - Medley: Theme from Schindler's liCst / Via dolorosa,1,1.0
tt__Maurice Sklar - Medley: Theme from Schindler's liCst / Via dolorosa,cid__title,1.0,1
idx__663,tt__424,1,1.0
tt__424,cid__length,1.0,1
idx__663,tt__Songs of Zion,1,1.0
tt__Songs of Zion,cid__album,1.0,1
idx__664,tt__Herzimaus (I hab Di so gern),1,1.0
tt__Herzimaus (I hab Di so gern),cid__title,1.0,1
idx__664,tt__02:59,1,1.0
tt__02:59,cid__length,1.0,1
idx__664,tt__Zillertaler,1,1.0
tt__Zillertaler,cid__artist,1.0,1
idx__664,tt__I hab Di so gern,1,1.0
tt__I hab Di so gern,cid__album,1.0,1
idx__665,tt__Die Zillertaler - Herzimaus,1,1.0
tt__Die Zillertaler - Herzimaus,cid__title,1.0,1
idx__665,tt__179,1,1.0
tt__179,cid__length,1.0,1
idx__665,tt__I hab Di so gern,1,1.0
tt__I hab Di so gern,cid__album,1.0,1
idx__665,tt__German,1,1.0
tt__German,cid__language,1.0,1
idx__666,tt__Herzimaus - I hab Di so gern,1,1.0
tt__Herzimaus - I hab Di so gern,cid__title,1.0,1
idx__666,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__666,tt__Zillertaler,1,1.0
tt__Zillertaler,cid__artist,1.0,1
idx__666,tt__German,1,1.0
tt__German,cid__language,1.0,1
idx__667,tt__Steppin' Out (Total 80s),1,1.0
tt__Steppin' Out (Total 80s),cid__title,1.0,1
idx__667,tt__04:16,1,1.0
tt__04:16,cid__length,1.0,1
idx__667,tt__Joe Jackson,1,1.0
tt__Joe Jackson,cid__artist,1.0,1
idx__667,tt__Total 80s,1,1.0
tt__Total 80s,cid__album,1.0,1
idx__668,tt__Emperor Norton's Stationary Marching Band - Revenge of the Undead,1,1.0
tt__Emperor Norton's Stationary Marching Band - Revenge of the Undead,cid__title,1.0,1
idx__668,tt__307,1,1.0
tt__307,cid__length,1.0,1
idx__668,tt__At the Nave,1,1.0
tt__At the Nave,cid__album,1.0,1
idx__668,tt__8,1,1.0
tt__8,cid__year,1.0,1
idx__668,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__669,tt__001-The Fallout,1,1.0
tt__001-The Fallout,cid__title,1.0,1
idx__669,tt__4m 49sec,1,1.0
tt__4m 49sec,cid__length,1.0,1
idx__669,tt__Frequency Construct,1,1.0
tt__Frequency Construct,cid__artist,1.0,1
idx__669,tt__Deviant Behavior (2004),1,1.0
tt__Deviant Behavior (2004),cid__album,1.0,1
idx__669,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__670,tt__Solo for Sheng,1,1.0
tt__Solo for Sheng,cid__title,1.0,1
idx__670,tt__291333,1,1.0
tt__291333,cid__length,1.0,1
idx__670,tt__Lam-Zi Kun,1,1.0
tt__Lam-Zi Kun,cid__artist,1.0,1
idx__670,tt__The Sound of Silk and Bamboo,1,1.0
tt__The Sound of Silk and Bamboo,cid__album,1.0,1
idx__671,tt__005-The Warmth in Her Torment,1,1.0
tt__005-The Warmth in Her Torment,cid__title,1.0,1
idx__671,tt__6m 11sec,1,1.0
tt__6m 11sec,cid__length,1.0,1
idx__671,tt__Eternal Suffering,1,1.0
tt__Eternal Suffering,cid__artist,1.0,1
idx__671,tt__Remain Forever in Misery (1997),1,1.0
tt__Remain Forever in Misery (1997),cid__album,1.0,1
idx__671,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__672,tt__Eternal Suffering - The Warmth in Her Torment,1,1.0
tt__Eternal Suffering - The Warmth in Her Torment,cid__title,1.0,1
idx__672,tt__371,1,1.0
tt__371,cid__length,1.0,1
idx__672,tt__Remain Forever in Misery,1,1.0
tt__Remain Forever in Misery,cid__album,1.0,1
idx__672,tt__97,1,1.0
tt__97,cid__year,1.0,1
idx__672,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__673,tt__The Warmth in Her Torment (Remain Forever in Misery),1,1.0
tt__The Warmth in Her Torment (Remain Forever in Misery),cid__title,1.0,1
idx__673,tt__06:11,1,1.0
tt__06:11,cid__length,1.0,1
idx__673,tt__Eternal Suffering,1,1.0
tt__Eternal Suffering,cid__artist,1.0,1
idx__673,tt__Remain Forever in Misery,1,1.0
tt__Remain Forever in Misery,cid__album,1.0,1
idx__673,tt__1997,1,1.0
tt__1997,cid__year,1.0,1
idx__674,tt__The Warmth in Her Torment,1,1.0
tt__The Warmth in Her Torment,cid__title,1.0,1
idx__674,tt__371000,1,1.0
tt__371000,cid__length,1.0,1
idx__674,tt__Eternal Suffering,1,1.0
tt__Eternal Suffering,cid__artist,1.0,1
idx__674,tt__Remain Forever in Misery,1,1.0
tt__Remain Forever in Misery,cid__album,1.0,1
idx__674,tt__1997,1,1.0
tt__1997,cid__year,1.0,1
idx__674,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__675,tt__Velvet Acid Christ - Faithless,1,1.0
tt__Velvet Acid Christ - Faithless,cid__title,1.0,1
idx__675,tt__257,1,1.0
tt__257,cid__length,1.0,1
idx__675,tt__The Art of Breaking Apart,1,1.0
tt__The Art of Breaking Apart,cid__album,1.0,1
idx__675,tt__9,1,1.0
tt__9,cid__year,1.0,1
idx__675,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__676,tt__Faithless - The Art of Brreaking Apart,1,1.0
tt__Faithless - The Art of Brreaking Apart,cid__title,1.0,1
idx__676,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__676,tt__Velvet Acid Christ,1,1.0
tt__Velvet Acid Christ,cid__artist,1.0,1
idx__676,tt__'09,1,1.0
tt__'09,cid__year,1.0,1
idx__676,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__677,tt__Taj,1,1.0
tt__Taj,cid__title,1.0,1
idx__677,tt__Mahal,1,1.0
tt__Mahal,cid__title,1.0,1
idx__677,tt__-,1,1.0
tt__-,cid__title,1.0,1
idx__677,tt__Fanning,1,1.0
tt__Fanning,cid__title,1.0,1
idx__677,tt__the,1,1.0
tt__the,cid__title,1.0,1
idx__677,tt__Flames,1,1.0
tt__Flames,cid__title,1.0,1
idx__677,tt__290,1,1.0
tt__290,cid__length,1.0,1
idx__677,tt__Phantom Blues,1,1.0
tt__Phantom Blues,cid__album,1.0,1
idx__677,tt__85,1,1.0
tt__85,cid__year,1.0,1
idx__677,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__678,tt__040-Chem 2: No Volume,1,1.0
tt__040-Chem 2: No Volume,cid__title,1.0,1
idx__678,tt__1m 0sec,1,1.0
tt__1m 0sec,cid__length,1.0,1
idx__678,tt__Joridan & Jopn,1,1.0
tt__Joridan & Jopn,cid__artist,1.0,1
idx__678,tt__Audio Osmosis (unknown),1,1.0
tt__Audio Osmosis (unknown),cid__album,1.0,1
idx__678,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__679,tt__Chem 2: No Volume,1,1.0
tt__Chem 2: No Volume,cid__title,1.0,1
idx__679,tt__60653,1,1.0
tt__60653,cid__length,1.0,1
idx__679,tt__Jordan & Jon,1,1.0
tt__Jordan & Jon,cid__artist,1.0,1
idx__679,tt__Audio Osmosis,1,1.0
tt__Audio Osmosis,cid__album,1.0,1
idx__679,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__680,tt__Chem 2: No Volume (Audio Osmosis),1,1.0
tt__Chem 2: No Volume (Audio Osmosis),cid__title,1.0,1
idx__680,tt__01:00,1,1.0
tt__01:00,cid__length,1.0,1
idx__680,tt__Jordan & Jon,1,1.0
tt__Jordan & Jon,cid__artist,1.0,1
idx__680,tt__Audio Osmosis,1,1.0
tt__Audio Osmosis,cid__album,1.0,1
idx__681,tt__017-Inventaire,1,1.0
tt__017-Inventaire,cid__title,1.0,1
idx__681,tt__3m 39sec,1,1.0
tt__3m 39sec,cid__length,1.0,1
idx__681,tt__Alex Beaupain,1,1.0
tt__Alex Beaupain,cid__artist,1.0,1
idx__681,tt__Les Chansons d'amour (2008),1,1.0
tt__Les Chansons d'amour (2008),cid__album,1.0,1
idx__681,tt__Fre.,1,1.0
tt__Fre.,cid__language,1.0,1
idx__682,tt__Inventaire (Les Chansons d'amour),1,1.0
tt__Inventaire (Les Chansons d'amour),cid__title,1.0,1
idx__682,tt__03:39,1,1.0
tt__03:39,cid__length,1.0,1
idx__682,tt__Alex Beaupain,1,1.0
tt__Alex Beaupain,cid__artist,1.0,1
idx__682,tt__Les Chansons d'amour,1,1.0
tt__Les Chansons d'amour,cid__album,1.0,1
idx__682,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__683,tt__Inventaire,1,1.0
tt__Inventaire,cid__title,1.0,1
idx__683,tt__219000,1,1.0
tt__219000,cid__length,1.0,1
idx__683,tt__Alex Beaupain,1,1.0
tt__Alex Beaupain,cid__artist,1.0,1
idx__683,tt__Les Chansons d'amour,1,1.0
tt__Les Chansons d'amour,cid__album,1.0,1
idx__683,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__683,tt__FrenPch,1,1.0
tt__FrenPch,cid__language,1.0,1
idx__684,tt__Alex Beaupain - Inventaire,1,1.0
tt__Alex Beaupain - Inventaire,cid__title,1.0,1
idx__684,tt__219,1,1.0
tt__219,cid__length,1.0,1
idx__684,tt__Les Chansons d'amour,1,1.0
tt__Les Chansons d'amour,cid__album,1.0,1
idx__684,tt__8,1,1.0
tt__8,cid__year,1.0,1
idx__685,tt__Voodoo Rhythm - From Zorch With Lov,1,1.0
tt__Voodoo Rhythm - From Zorch With Lov,cid__title,1.0,1
idx__685,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__685,tt__Meteors,1,1.0
tt__Meteors,cid__artist,1.0,1
idx__685,tt__'99,1,1.0
tt__'99,cid__year,1.0,1
idx__685,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__686,tt__009-Paltrow and the Cubs,1,1.0
tt__009-Paltrow and the Cubs,cid__title,1.0,1
idx__686,tt__unknown,1,1.0
tt__unknown,cid__length,1.0,1
idx__686,tt__Guster,1,1.0
tt__Guster,cid__artist,1.0,1
idx__686,tt__2003-10-20: Urbana  IL  USA (unknown),1,1.0
tt__2003-10-20: Urbana  IL  USA (unknown),cid__album,1.0,1
idx__686,tt__unknown,1,1.0
tt__unknown,cid__language,1.0,1
idx__687,tt__Paltrow and the Cubs (2003-10-20: Urbana  IL  USA),1,1.0
tt__Paltrow and the Cubs (2003-10-20: Urbana  IL  USA),cid__title,1.0,1
idx__687,tt__00:00,1,1.0
tt__00:00,cid__length,1.0,1
idx__687,tt__Guster,1,1.0
tt__Guster,cid__artist,1.0,1
idx__687,tt__2003-10-20: Urbana  IL  USA,1,1.0
tt__2003-10-20: Urbana  IL  USA,cid__album,1.0,1
idx__688,tt__Paltrow and the Cubs,1,1.0
tt__Paltrow and the Cubs,cid__title,1.0,1
idx__688,tt__Guster,1,1.0
tt__Guster,cid__artist,1.0,1
idx__688,tt__2003-10-20: Urbana  IL  USA,1,1.0
tt__2003-10-20: Urbana  IL  USA,cid__album,1.0,1
idx__689,tt__003-Two Turns to One,1,1.0
tt__003-Two Turns to One,cid__title,1.0,1
idx__689,tt__unknown,1,1.0
tt__unknown,cid__length,1.0,1
idx__689,tt__Ziggy Was,1,1.0
tt__Ziggy Was,cid__artist,1.0,1
idx__689,tt__Two Turns to One (1995),1,1.0
tt__Two Turns to One (1995),cid__album,1.0,1
idx__689,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__690,tt__The Libertines - What a Waster,1,1.0
tt__The Libertines - What a Waster,cid__title,1.0,1
idx__690,tt__178,1,1.0
tt__178,cid__length,1.0,1
idx__690,tt__What a Waster,1,1.0
tt__What a Waster,cid__album,1.0,1
idx__690,tt__2,1,1.0
tt__2,cid__year,1.0,1
idx__690,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__691,tt__Why (Am I Treated So Bad),1,1.0
tt__Why (Am I Treated So Bad),cid__title,1.0,1
idx__691,tt__217000,1,1.0
tt__217000,cid__length,1.0,1
idx__691,tt__Julie Driscoll  Brian Auger & The Trinity,1,1.0
tt__Julie Driscoll  Brian Auger & The Trinity,cid__artist,1.0,1
idx__691,tt__Open,1,1.0
tt__Open,cid__album,1.0,1
idx__691,tt__1967,1,1.0
tt__1967,cid__year,1.0,1
idx__691,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__692,tt__Julie Driscoll  Brian Auger & The Trinity - Why (Am I Treated So Bad),1,1.0
tt__Julie Driscoll  Brian Auger & The Trinity - Why (Am I Treated So Bad),cid__title,1.0,1
idx__692,tt__217,1,1.0
tt__217,cid__length,1.0,1
idx__692,tt__Opefn,1,1.0
tt__Opefn,cid__album,1.0,1
idx__692,tt__67,1,1.0
tt__67,cid__year,1.0,1
idx__692,tt__EngliZsh,1,1.0
tt__EngliZsh,cid__language,1.0,1
idx__693,tt__Why (Am I Treated So Bad) (Open),1,1.0
tt__Why (Am I Treated So Bad) (Open),cid__title,1.0,1
idx__693,tt__03:37,1,1.0
tt__03:37,cid__length,1.0,1
idx__693,tt__Julie Driscoll  Brian Auger & The Trinity,1,1.0
tt__Julie Driscoll  Brian Auger & The Trinity,cid__artist,1.0,1
idx__693,tt__Open,1,1.0
tt__Open,cid__album,1.0,1
idx__693,tt__1967,1,1.0
tt__1967,cid__year,1.0,1
idx__694,tt__How Long Has It Been (The Classic Years 1952-1962),1,1.0
tt__How Long Has It Been (The Classic Years 1952-1962),cid__title,1.0,1
idx__694,tt__02:17,1,1.0
tt__02:17,cid__length,1.0,1
idx__694,tt__Faron Young,1,1.0
tt__Faron Young,cid__artist,1.0,1
idx__694,tt__The Classic Years 1952-1962,1,1.0
tt__The Classic Years 1952-1962,cid__album,1.0,1
idx__694,tt__1992,1,1.0
tt__1992,cid__year,1.0,1
idx__695,tt__How Long Has It Been - The Classic Years 1952-1962,1,1.0
tt__How Long Has It Been - The Classic Years 1952-1962,cid__title,1.0,1
idx__695,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__695,tt__Faron Young,1,1.0
tt__Faron Young,cid__artist,1.0,1
idx__695,tt__'92,1,1.0
tt__'92,cid__year,1.0,1
idx__695,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__696,tt__Faron Young - How Long Has It Been,1,1.0
tt__Faron Young - How Long Has It Been,cid__title,1.0,1
idx__696,tt__137,1,1.0
tt__137,cid__length,1.0,1
idx__696,tt__The Classic Years 1952-1962,1,1.0
tt__The Classic Years 1952-1962,cid__album,1.0,1
idx__696,tt__92,1,1.0
tt__92,cid__year,1.0,1
idx__696,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__697,tt__Who? (Kern) (Sounds of Wonder from Down Under),1,1.0
tt__Who? (Kern) (Sounds of Wonder from Down Under),cid__title,1.0,1
idx__697,tt__02:45,1,1.0
tt__02:45,cid__length,1.0,1
idx__697,tt__John Atwell,1,1.0
tt__John Atwell,cid__artist,1.0,1
idx__697,tt__Sounds of Wonder from Down Under,1,1.0
tt__Sounds of Wonder from Down Under,cid__album,1.0,1
idx__698,tt__John Atwell - Who? (Kern),1,1.0
tt__John Atwell - Who? (Kern),cid__title,1.0,1
idx__698,tt__165,1,1.0
tt__165,cid__length,1.0,1
idx__698,tt__Sounds of Wonder from Down Under,1,1.0
tt__Sounds of Wonder from Down Under,cid__album,1.0,1
idx__699,tt__Kling Klong (original mix) (Dada Life's Musical Freedom),1,1.0
tt__Kling Klong (original mix) (Dada Life's Musical Freedom),cid__title,1.0,1
idx__699,tt__02:47,1,1.0
tt__02:47,cid__length,1.0,1
idx__699,tt__Audionite,1,1.0
tt__Audionite,cid__artist,1.0,1
idx__699,tt__Dada Life's Musical Freedom,1,1.0
tt__Dada Life's Musical Freedom,cid__album,1.0,1
idx__700,tt__Kling Klong (original mix) - Dada Life's Musical Freedom,1,1.0
tt__Kling Klong (original mix) - Dada Life's Musical Freedom,cid__title,1.0,1
idx__700,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__700,tt__Audionite,1,1.0
tt__Audionite,cid__artist,1.0,1
idx__700,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__701,tt__Audionite - Kling Klong (original mix),1,1.0
tt__Audionite - Kling Klong (original mix),cid__title,1.0,1
idx__701,tt__167,1,1.0
tt__167,cid__length,1.0,1
idx__701,tt__Dada Life's Musical Freedom,1,1.0
tt__Dada Life's Musical Freedom,cid__album,1.0,1
idx__701,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__702,tt__004-Go My Road,1,1.0
tt__004-Go My Road,cid__title,1.0,1
idx__702,tt__3m 13sec,1,1.0
tt__3m 13sec,cid__length,1.0,1
idx__702,tt__Kings Cross Hot Club,1,1.0
tt__Kings Cross Hot Club,cid__artist,1.0,1
idx__702,tt__Kings Cross Hot Club (2005),1,1.0
tt__Kings Cross Hot Club (2005),cid__album,1.0,1
idx__702,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__703,tt__B.R.O - Na full,1,1.0
tt__B.R.O - Na full,cid__title,1.0,1
idx__703,tt__High School,1,1.0
tt__High School,cid__album,1.0,1
idx__703,tt__13,1,1.0
tt__13,cid__year,1.0,1
idx__703,tt__Polsih,1,1.0
tt__Polsih,cid__language,1.0,1
idx__704,tt__Na full - High School,1,1.0
tt__Na full - High School,cid__title,1.0,1
idx__704,tt__B.R.O,1,1.0
tt__B.R.O,cid__artist,1.0,1
idx__704,tt__'13,1,1.0
tt__'13,cid__year,1.0,1
idx__704,tt__Polish,1,1.0
tt__Polish,cid__language,1.0,1
idx__705,tt__Na Na,1,1.0
tt__Na Na,cid__title,1.0,1
idx__705,tt__B.R.O,1,1.0
tt__B.R.O,cid__artist,1.0,1
idx__705,tt__High School,1,1.0
tt__High School,cid__album,1.0,1
idx__705,tt__unknown,1,1.0
tt__unknown,cid__year,1.0,1
idx__705,tt__Polish,1,1.0
tt__Polish,cid__language,1.0,1
idx__706,tt__001-Na full,1,1.0
tt__001-Na full,cid__title,1.0,1
idx__706,tt__unknown,1,1.0
tt__unknown,cid__length,1.0,1
idx__706,tt__B.R.O,1,1.0
tt__B.R.O,cid__artist,1.0,1
idx__706,tt__High School (2013),1,1.0
tt__High School (2013),cid__album,1.0,1
idx__706,tt__Pol.,1,1.0
tt__Pol.,cid__language,1.0,1
idx__707,tt__Andy Neve - Trafalgar Square (full mix),1,1.0
tt__Andy Neve - Trafalgar Square (full mix),cid__title,1.0,1
idx__707,tt__8,1,1.0
tt__8,cid__length,1.0,1
idx__707,tt__Prime Time  Volume 2,1,1.0
tt__Prime Time  Volume 2,cid__album,1.0,1
idx__707,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__708,tt__001-En mi barrio,1,1.0
tt__001-En mi barrio,cid__title,1.0,1
idx__708,tt__unknown,1,1.0
tt__unknown,cid__length,1.0,1
idx__708,tt__Yaco,1,1.0
tt__Yaco,cid__artist,1.0,1
idx__708,tt__Welcome to Paradise (unknown),1,1.0
tt__Welcome to Paradise (unknown),cid__album,1.0,1
idx__708,tt__Spa.,1,1.0
tt__Spa.,cid__language,1.0,1
idx__709,tt__Underworld - Always Loved a Film (Solo remix),1,1.0
tt__Underworld - Always Loved a Film (Solo remix),cid__title,1.0,1
idx__709,tt__Always Loved a Film,1,1.0
tt__Always Loved a Film,cid__album,1.0,1
idx__709,tt__10,1,1.0
tt__10,cid__year,1.0,1
idx__709,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__710,tt__Always Loved a Film (Solo remix),1,1.0
tt__Always Loved a Film (Solo remix),cid__title,1.0,1
idx__710,tt__Underworld,1,1.0
tt__Underworld,cid__artist,1.0,1
idx__710,tt__Alwas Loved a Film,1,1.0
tt__Alwas Loved a Film,cid__album,1.0,1
idx__710,tt__'10,1,1.0
tt__'10,cid__year,1.0,1
idx__710,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__711,tt__005-Always Loved a Film (Solo remix),1,1.0
tt__005-Always Loved a Film (Solo remix),cid__title,1.0,1
idx__711,tt__unknown,1,1.0
tt__unknown,cid__length,1.0,1
idx__711,tt__Underworld,1,1.0
tt__Underworld,cid__artist,1.0,1
idx__711,tt__Always Loved a Film (2010),1,1.0
tt__Always Loved a Film (2010),cid__album,1.0,1
idx__711,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__712,tt__Ultrasound,1,1.0
tt__Ultrasound,cid__title,1.0,1
idx__712,tt__258,1,1.0
tt__258,cid__length,1.0,1
idx__712,tt__Everything Picture,1,1.0
tt__Everything Picture,cid__album,1.0,1
idx__712,tt__99,1,1.0
tt__99,cid__year,1.0,1
idx__712,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__713,tt__010-I'll Never Get Over You,1,1.0
tt__010-I'll Never Get Over You,cid__title,1.0,1
idx__713,tt__4m 37sec,1,1.0
tt__4m 37sec,cid__length,1.0,1
idx__713,tt__John Hiatt,1,1.0
tt__John Hiatt,cid__artist,1.0,1
idx__713,tt__Master Series (unknown),1,1.0
tt__Master Series (unknown),cid__album,1.0,1
idx__713,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__714,tt__John Hiatt - I'll Never Get Over You,1,1.0
tt__John Hiatt - I'll Never Get Over You,cid__title,1.0,1
idx__714,tt__277,1,1.0
tt__277,cid__length,1.0,1
idx__714,tt__Series Master,1,1.0
tt__Series Master,cid__album,1.0,1
idx__714,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__715,tt__I'll Never Get Over You (Master Series),1,1.0
tt__I'll Never Get Over You (Master Series),cid__title,1.0,1
idx__715,tt__04:37,1,1.0
tt__04:37,cid__length,1.0,1
idx__715,tt__John Hiatt,1,1.0
tt__John Hiatt,cid__artist,1.0,1
idx__715,tt__Master Series,1,1.0
tt__Master Series,cid__album,1.0,1
idx__716,tt__I'll Never Get Over You,1,1.0
tt__I'll Never Get Over You,cid__title,1.0,1
idx__716,tt__277706,1,1.0
tt__277706,cid__length,1.0,1
idx__716,tt__John Hiatt,1,1.0
tt__John Hiatt,cid__artist,1.0,1
idx__716,tt__Master,1,1.0
tt__Master,cid__album,1.0,1
idx__716,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__717,tt__David and the Giants - One Less Stone,1,1.0
tt__David and the Giants - One Less Stone,cid__title,1.0,1
idx__717,tt__238,1,1.0
tt__238,cid__length,1.0,1
idx__717,tt__Rock OOn: Christian Vintage,1,1.0
tt__Rock OOn: Christian Vintage,cid__album,1.0,1
idx__717,tt__3,1,1.0
tt__3,cid__year,1.0,1
idx__717,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__718,tt__Water Runs Dry - Legacy: The Greatest Hits Collection,1,1.0
tt__Water Runs Dry - Legacy: The Greatest Hits Collection,cid__title,1.0,1
idx__718,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__718,tt__Boyz II Men,1,1.0
tt__Boyz II Men,cid__artist,1.0,1
idx__718,tt__'02,1,1.0
tt__'02,cid__year,1.0,1
idx__718,tt__Eqnglish,1,1.0
tt__Eqnglish,cid__language,1.0,1
idx__719,tt__The Galactic Heroes - These Days,1,1.0
tt__The Galactic Heroes - These Days,cid__title,1.0,1
idx__719,tt__116,1,1.0
tt__116,cid__length,1.0,1
idx__719,tt__Happy Happy Birthday to Me  Volume 2,1,1.0
tt__Happy Happy Birthday to Me  Volume 2,cid__album,1.0,1
idx__719,tt__2,1,1.0
tt__2,cid__year,1.0,1
idx__719,tt__NEnglish,1,1.0
tt__NEnglish,cid__language,1.0,1
idx__720,tt__Skydive Outro,1,1.0
tt__Skydive Outro,cid__title,1.0,1
idx__720,tt__48000,1,1.0
tt__48000,cid__length,1.0,1
idx__720,tt__Nuspirit Helsinki,1,1.0
tt__Nuspirit Helsinki,cid__artist,1.0,1
idx__720,tt__Nuspirit Helsinki,1,1.0
tt__Nuspirit Helsinki,cid__album,1.0,1
idx__720,tt__2002,1,1.0
tt__2002,cid__year,1.0,1
idx__720,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__721,tt__012-Bla Bla Bla,1,1.0
tt__012-Bla Bla Bla,cid__title,1.0,1
idx__721,tt__3m 34sec,1,1.0
tt__3m 34sec,cid__length,1.0,1
idx__721,tt__Gigi DAgostino,1,1.0
tt__Gigi DAgostino,cid__artist,1.0,1
idx__721,tt__As Melhores da Decada (Mixed by Celso Portioli) (unknown),1,1.0
tt__As Melhores da Decada (Mixed by Celso Portioli) (unknown),cid__album,1.0,1
idx__721,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__722,tt__B.B. King - Sweet Sixteen,1,1.0
tt__B.B. King - Sweet Sixteen,cid__title,1.0,1
idx__722,tt__371,1,1.0
tt__371,cid__length,1.0,1
idx__722,tt__Sweet Sixteen,1,1.0
tt__Sweet Sixteen,cid__album,1.0,1
idx__722,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__723,tt__0A3-Pool of Piranhas,1,1.0
tt__0A3-Pool of Piranhas,cid__title,1.0,1
idx__723,tt__4m 16sec,1,1.0
tt__4m 16sec,cid__length,1.0,1
idx__723,tt__Hammers Rule,1,1.0
tt__Hammers Rule,cid__artist,1.0,1
idx__723,tt__Show No Mercy (1984),1,1.0
