TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
18022,438,2,4,65521-A064,2,"002-Requiem, Op. 5: X. Agnus Dei",12m 28sec,Hector Berlioz,"Berlioz: Requiem / Boito: Prologue to Mefistofele / Verdi: Te Deum (Atlanta Symphony Orchestra & Chorus feat. conductor: Robert Shaw, tenor: John Aler, bass: John Cheek) (1985)",,Eng.
819,439,1,3,5821247MB-01,9,On Our Way Blues - Jazz  Blues (collection),2.885,T‐Bone Walker,,'95,English
8827,439,2,4,188575-A060,9,009-On Our Way Blues,2m 53sec,TBone Walker,Jazz & Blues (collection) (1995),,Eng.
11355,439,3,5,13388852,9,On Our Way Blues,173106,T‐Bone Walker,Jazz & Blues (collection),1995,English
824,440,1,1,WoM33334320,2,Your Love (The One You Need),04:30,Shane & Shane,The One You Need,,
6943,440,3,3,7246594MB-01,2,RYour Love - The One You Need,4.5,Shane & Shane,,,English
9924,440,2,2,MBox45046335-HH,3,Shane & Shane - Your Love,270,,The One You Need,,English
829,441,1,5,6319354,13,Uncloudy Day,181000,The Staple Singers,Artist's Choice: Emmylou Harris,2004,English
6160,441,2,1,WoM12638720,13,Uncloudy Day (Artist's Choice: Emmylou Harris),03:01,Staple Singers,Artist's Choice: Emmylou Harris,2004,
831,442,1,3,53654312MB-01,13,19841031,8.667,U2,,,English
6047,442,2,4,173810-A017,13,013-Bad,8m 40sec,U2,"1984-10-31: Sportpaleis Ahoy, Rotterdam, Netherlands (unknown)",,nEg.
11882,442,3,5,12340494,13,Bad,520000,U2,"1984-10-31: Sportpaleis Ahoy, Rotterdam, Netherlands",,English
18004,442,4,1,WoM24681010,13,"Bad (1984-10-31: Sportpaleis Ahoy, Rotterdam, Netherlands)",08:40,U2,"1984-10-31: Sportpaleis Ahoy, Rotterdam, Netherlands",,
833,443,1,3,29353318MB-01,27,The Sissy - Heil Head!,,Head,,'07,English
9062,443,2,4,95088-A055,27,027-The Sissy,unknown,Head,Heil Head! (2007),,Eng.
105,444,2,3,17499613MB-01,3,Little for a Lot - Four Winds the Walker,4.359,Spires That in the Sunset Rise,,'05,English
834,444,1,2,MBox10878129-HH,3,Spires That in the Sunset Rise - Little for a Lot,621,,Four Winds the Walker,5,English
9487,444,3,4,56689-A028,3,003-Little for a Lot,4m 21sec,Spires That in the Sunset Rise,Four Winds the Walker (2005),,Eng.
12702,444,4,5,4024914,3,Little for a Lot,261520,Spires That in the Sunset Rise,Four Winds the Walker,2005,English
841,446,1,4,152113-A038,4,004-Fa Cho Ec Le Spot,10m 55sec,Muzik 4 Machines,Music for Machines by Machines ((2010),,Eng.
5149,446,2,5,10800028,4,Fa Cho Ec Le Spot,655000,Muzik 4 Machines,Music for Machines by Machines,2010,English
9206,446,3,1,WoM21600044,4,Fa Cho Ec Le Spot (Music for Machines by Machines),10:55,Muzik 4 Machines,Music for Machines by Machines,2010,
13509,446,4,2,MBox29189236-HH,4,Muzik 4 Machines - Fa Cho Ec Le Spot,655,,Music for Machines by Machines,10,Englaish
842,447,1,5,3265776,15,"After You Get What You Want, You Don't Wan tIt",210043,Marilyn Monroe,Marilyn Monroe,1990,English
7584,447,2,1,WoM6531542,15,"After You Get What You Want, You Don't Want It (Marilyn Monroe)",03:39,Marilyn Monroe,Marilyn Monroe,1990,
844,448,1,5,4636530,2,The Night Chicago Died,124053,Yo La Tengo,Yo La Tengo Is Murdering the Classics,2006,English
4288,448,2,1,WoM9273046,2,The Night Chicago Died (Yo La Tengo Is Murdering the Classics),02:04,Yo La Tengo,Yo La Tengo Is Murdering the Classics,2006,
845,449,1,3,820969MB-01,13,The Chase - Hang 'Em High /Guns for San Sebastian,1.938,Ennio Morricone,,'91,English
7665,449,2,4,26594-A069,13,013-The Chase,1m 56sec,Ennio Morricone,'Em 'Em High / Guns for San Sebastian (1991),,Eng.
847,450,1,5,6413125,,L'Escalade obscure,211693,Charles Koechlin,"Les Heures Persanes, Op. 65 (Kathryn Stott)",2003,French
3775,450,2,1,WoM12826241,3,"L'Escalade obscure (Les Heures Persanes, Op. 65 (Kathryn Stott))",03:31,Charles Koechlin,"Les Heures Persanes, Op. 65 (Kathryn Stott)",2003,
848,451,1,2,MBox1439423-HH,5,Leviticus - Burial (Chronic 1 edit),222,,FFRR Classics 1988-1998,98,English
14093,451,3,4,75012-A026,5,005-Burial (Chronic 1 edit),3m 42sec,Leviticus,FFRR Classics 1988-1998,1998,Eng.
19069,451,2,3,23155818MB-01,5,Burial (Chronic 1 edit) - FFRR Classics 1988-1998,3.701,Leviticus,,'98,English
855,454,1,2,MBox11617735-HH,3,Abida Parveen - Ghazal (Hakim Nasser),651,,Chants soufis du Pakistan,,French
2632,454,4,5,4298572,3,Ghazal (Hakim Nasser),651533,Abida Parveen,Chants soufis du Pakistan,,French
13806,454,3,4,60543-A052,3,003-Ghazal (Hakim Nasser),10m 51sec,Abida Parveen,Chants soufis du Pakistan (unknown),,Fre.
14253,454,2,3,18689417MB-01,3,Ghazal (Hakim Nasser) - Chants soufis du Pakistan,10.859,Abida Parveen,,,French
857,455,1,5,555276,5,Marlborough Street Blues,138000,Ian & Sylvia,Early Morning Rain,1965,English
15926,455,3,2,MBox1500729-HH,5,Ian & Sylvia - Marlborough Street Blues,138,,Early Morning Rain,65,English
16167,455,2,1,WoM1110542,5,Marlborough Street Blues (Early Morning Rain),02:18,Ian & Sylvia,Early Morning Rain,1965,
860,456,1,1,WoM25908615,6,Tonight (Underwater Moonlight),03:44,Soft Boys,Underwater Moonlight,1990,
18520,456,2,2,MBox35011619-HH,6,The Soft Boys - Tonight,224,,Underwater Moonlight,90,English
861,457,1,2,MBox2274152-HH,12,La Swija - Pret à tout (feat. K-Rlos),,,Track One 2,8,French
6433,457,2,3,3658419MB-01,12,Pret à tout (feat. K-Rlos) - Track One 2,,La Swija,,'08,French
8213,457,4,5,8414345,12,Pret à tout (feat. K-Rlos),,La Swija,Track One 2,2008,French
12878,457,3,4,118512-A026,12,012-Pret a tout (feat. K-Rlos),unknown,La Swija,Track One 2 (2008),,Fre.
18609,457,5,1,WoM16828711,12,Pret à tout (feat. K-Rlos) (Track One 2),00:00,La Swija,Track One 2,2008,
129,458,2,1,WoM3113 6821,1,Semblance (Portrait in Sound),03:21,Klaus Suonsaari,Portrait in Sound,,
862,458,1,5,15568405,1,Semblance,201693,Klaus Suonsaari,Portrait in Sound,,English
865,460,1,4,104982-A065,5,005-Il peut pleuvoir,1m 44sec,Jacques Brel,C'est comme ca (2008),,Fre.
4565,460,2,5,7453754,5,Il peut pleuvoir,104400,Jacques Brel,C'est comme ça,2008,French
866,461,1,5,9782606,26,"Die Entführung aus dem Serail, KV 384 (Harmoniemusik): Allegro ""Welche Wonne, welche Lust""",144000,Amadeus Amadeus Mozart,"Die Harmoniemusiken, Foleg 1: Die Zauberflöte / Die Entführung aus dem Serail (Consortium Classicum)",1988,German
1651,461,4,3,4253310MB-01,26,"Die Entführung aus dem Serail, KV 384 (Harmoniemusik): Allegro ""Welche Wonne, welche Lust"" - Die Harmoniemusiken, Folge 1: Die Zauberflöte / Die Entführung aus dem Serail (Consortium Classicum)",2.4,WolfgangAmadeusMozart,,'88,German
10042,461,3,2,MBox2643953-HH,26,"Wolfgang Amadeus Mozart - Die Entführung aus dem Serail, KV 384 (Harmoniemusik): Allegro ""Welche Wonne, welche Lust""",144,,"Die Harmoniemusiken, Folge 1: Die Zauberflöte / Die Entführung aus dem Serail (Consortium Classicum)",88,German
10215,461,2,1,WoM19565222,26,"Die Entführung aus dem Serail, KV 384 (Harmoniemusik): Allegro ""Welche Wonne, welche Lust"" (Die Harmoniemusiken, Folge 1: Die Zauberflöte / Die Entführung aus dem Serail (Consortium Classicum))",02:24,Wolfgang Amadeus Mozart,"Die Harmoniemusiken, Folge 1: Die Zauberflöte / Die Entführung aus dem Serail (Consortium Classicum)",1988,
13028,461,5,4,137783-A0 46,26,"026-Die Entfuhrung aus dem Serail, KV 384 (Harmoniemusik): Allegro ""Welche Wonne, welche Lust""",2m 24sec,Wolfgang Amadeus Mozart,"Die Harmoniemusiken, Folge 1: Die Zauberflote / Die Entfuhrung aus dem Serail (Consortium Classicum) (1988)",,Ger.
868,462,1,5,9822633,3,First Flight,238000,Vincent Diamante,Cloud OST,2005,Eneglish
5172,462,2,1,WoM19645249,3,First Flight (Cloud OST),03:58,Vincent Diamannte,Cloud OST,2005,
520,463,3,1,WoM10265110,13,Paukštis (1  + 1 = 1),00:00,Skylė,1 + 1 = 1,2006,
869,463,1,4,72289-A058,13,013-Paukstis,unknown,Skyle,1 + 1 = 1 (1995),,Lit.
6924,463,2,5,5132544,13,Paukštis,,Skylė,1 + 1 = 1,1995,Lithuanian
870,464,1,5,6208586,26,Kelling liggur í durum deyð,43666,[unknownn],Alfagurt ljóðar mín tunga,1995,Faroese
3061,464,2,1,WoM1241722,26,Kelling liggur í durum deyð (Alfagurt ljóðar mín tunga),00:43,[unknown],Alfagurt ljóðar mín tunga,1995,
872,465,1,2,MBox14427732-HH,21,Ann-Margret & Al Hirt - My Baby Just Cares for Me,129,,1961-1966,,English
1242,465,2,3,23209822MB-01,21,My Baby Just Cares for Me - 1961-1966,2.164,Ann-Margret & Al Hirt,,,English
876,466,1,4,166897-A018,15,015-Lill,unknown,Lauri Nebel,Luguauk (2003),,Est.
1345,466,4,2,MBox32026127-HH,15,Lauri Nebel - Lill,,,Luguauk,3,Estonian
4354,466,5,3,51520310MB-01,25,Lill - Luguauk,,Lauri Nebel,,'03,Estonian
8070,466,2,5,11849672,15,Lill,,Lauri Nebel,Luguauk,2003,Estonian
13103,466,3,1,WoM23699338,15,Lill (Luguauk),00:00,Lauri Nebel,Lugguauk,2003,
878,467,1,2,MBox324029-HH,4,The Haunted - Undead,129,,Th eHaunted,3,English
1911,467,2,3,52135MB-01,4,Undead - The Haunted,2.158,Haunted,,'03,English
12421,467,3,4,1689-A011,4,004-Undead,2m 9sec,Th Haunted,The Hacunted (2003),,nEg.
884,469,1,4,38500-A020,14,014-Die Blouberge,4m 8sec,Randall Wicomb,Uiteindelik (unknown),,Afr.
2583,469,4,2,MBox7387813-HH,14,Randall Wicomb - Die Blouberge,248,,Uiteindelik,,Afrikaans
7703,469,3,1,WoM546703,14,Die Blouberge (Uiteindelik),04:08,Randall Wicomb,Uiteindelik,,
10168,469,2,5,2733487,14,Die Blouberge,248946,Randall Wicomb,Uiteindelik,,Afrikaans
887,470,1,1,WoM8131724,6,Sweet and Slow (Guy's All-Star Shoe Band),03:04,Guy's All Star Shoe Band,Guy's All-Star Shoe Band,,
17706,470,2,2,,MBox10988814-HH,6,Guy's All Star Shoe Band - Sweet and Slow,1184,,Guy's All-Star Shoe Band,
894,472,1,3,23 05089MB-01,28,Traumliedchen - L.Jobst - Der Lyrikwürfel 42,1.941,Lutz Görner,,,German
17406,472,2,4,74672-A07,27,028-Traumliedchen - L.Jobst,1m 56sec,Lutz Gorner,Der Lyrikwurfel 42 (unknown),,Ger.
897,473,1,1,WoM17011346,4,"(Just Can't Help) My Love (Teen Town USA, Volume 11)",02:05,Vic Wilder,"Teen Town USA, Volume 11",2006,
12940,473,2,2,MBox22988321-HH,4,Vic Wilder - (Just Can't Help) My Love,125,,"Teen Town USA, Volume 11",6,English
898,474,1,2,MBox1340548-HH,14,Shaba Robo Grigorov & MIDI - Malý Gavroch,352,,Vdýchni reggae,95,Slovak
15302,474,2,3,2156525MB-01,14,Malý Gavroch - Vdýchni reggae,5.867,Shaba Robo Grigorov & MIDI,,'95,Slovak
899,475,1,5,5627941,10,Strike Out,113000,Make or Break,Think About It,2005,English
14882,475,3,2,MBox15210631-HH,10,Make or Break - Strike Out,113,,Think About It,5,Enlish
16395,475,2,1,WoM1125597,10,Strike Out (Think About It),01:53,M. o. Brak,Think Abut It,1905,
904,478,1,5,14827221,6,The 81,151000,Candy & The Kisses,Gary Crowley Presents Where the Action Is!,2004,English
3828,478,2,1,WoM29654437,6,The 81 (Gary Crowley Presents Where the Action Is!),02:31,Candy & The Kisses,Gary Crowley Presents Where the Action Is!,2004,
906,480,1,2,MBox4311375-HH,15,William Wallace - Sister Helen: Vivace,180,,The Passing of Beatrice / Sir William Wallace / Villon / Sister Helen,96,hEnglish
6280,480,2,3,6935685MB-01,15,Sister Helen: Vivace - The Passing of Beatrice / Sir William Wallace / Villon / Sister Helen,3.012,William Wallace,,'96,English
11243,480,4,5,15952062,15,Sister Helen: Vivace,180706,William Wallace,The Passing of Beatrice / Sir William Wallace / Villon / Sister Helen,1996,English
17868,480,3,4,224677-A028,15,015-Sister Helen: Vivace,3m 0sec,William Wallace,The Passing of Beatrice / Sir William Wallace / Villon / Sister Helen (1996),,Eng.
908,481,1,2,MBox25687728-HH,15,White Pagoda - Adventures,267,,Chair Evolution (Not Design),10,English
2735,481,2,3,41323721MB-01,15,Recycled Adventures - Chair Evolution (Not Design),2.621,White Pagoda,,'10,English
4930,481,4,5,9504465,15,Recycled Adventures,157280,White Pagoda,Chair Evolution (Not Design),2010,English
5734,481,3,4,133866-A012,15,015-Recyclde Adventures,2m 37sec,White Pagoda,Chair Evolution (Not Design) (2010),,Eng.
912,482,1,2,MBox18299730-HH,2,I_Melt_-_Anormale,79,,Bravi ragazzi,97,Italian
11213,482,2,3,29438713MB-01,2,Anormale - Bravi ragazzi,1.317,I Melt,,'97,Italian
914,484,1,4,62223-A058,12,012-Es stieg ein Engel vom Olymp,2m 58sec,Costa Cordalis,Das groe deutsche Schlager - Archiv (unknown),,Ger.
1520,484,3,1,WoM8835724,12,Es stieg ein Engel vom Olymp (Das große deutsche Schlager - Archiv),02:58,Costa Cordalis,Das große deutsche Schlager - Archiv,,
13077,484,5,3,1920812MB-01,12,Es stieg ein Engel vom Olymp - Das große deutsche Schlager - Archiv,2.967,Costa Cordalis,,,German
15276,484,4,2,MBox11940133-HH,12,Costa Cordalis - Es stieg ein Engel vom Olymp,178,,Das große deutsche Schlager - Archiv,,German
15365,484,2,5,4417858,12,Es stieg ein Engel vom Olymp,178000,Costa Cordalis,Das große deutsche Schlager - Archiv,,German
916,486,1,3,22108416MB-01,15,Soul Limbo - Solid Gold Soul 1967-1968,2.386,Booker T. & The MG’s,,'99,English
12762,486,2,4,71619-A025,15,015-Soul Limbo,2m 23sec,Booker T. & The MGs,Solid Gold Soul 1967-1968 (1999),,Eng.
918,487,1,1,WoM686223,9,Walk Through Fire (The Rumour),05:38,Olivia Newton-John,The Rumour,1988,
4189,487,3,3,149180MB-01,9,Walk Through Fire - The Rumour,5.637,Olivia Newton-John,,'88,Englsih
6161,487,2,2,MBox927318-HH,9,Olivia Newton-John - Walk Through Fire,338,,The Rumour,88,English
922,488,1,2,MBox4445798-HH,7,Gary Moore - White Knuckles (Rockin' & Rollin'),,,The Very Best,,English
14175,488,2,3,71519210MB-01,5,White Knuckles (Rockin' & Rollin') - The Very Best,,Gary Moore,,,English
934,493,1,5,11659309,69,Ass Morning,31000,The Gerogerigegege,Tokyo Anal Dynamite,2090,Japanese
4268,493,2,1,WoM23318625,69,Ass Morning (Tokyo Anal Dynamite),00:31,Gerogerrigegege,Tokyo Anal Dynamite,1990,
936,494,1,3,13392616MB-01,1,Dil Ka Rishta,5.064,Nadeem-Shravan,Dil Ka Rishta,,Hindi
3237,494,3,5,3080307,1,Dil Ka Rishta,303840,Nadeem-Shravan,Dil Ka Rishta,,Hindi
4117,494,4,1,WoM6160623,1,Dil Ka Rishta,05:03,Nadeem-Shravan,Dil Ka Rishtja,,
6350,494,5,2,MBox8325132-HH,1,Nadeem-Shravan - Dil Ka Rishta,303,,Dil Ka Rishta,,Hindi
6435,494,2,4,43385-A05,1,001-Dil Ka Rishta,5m 3sec,Nadeem-Shravan,Dil Ka Rishta (unknown),,Hin.
937,495,1,1,WoM11830435,6,,05:01,J.K. Rowling,Harry Potter und der Halbblutprinz (feat. narrator: Rufus Beck),2006,
10896,495,2,2,MBox1598714-HH,6,J.K. Rowling - Chapter 10-8: Das Haus der Gaunts,301,,Harry Potter und der Halbblutprinz (feat. narrator: Rufus Beck),6,German
18665,495,3,3,25718317MB-01,6,Chapter 10-8: Das Haus der Gaunts - Harry Potter und der Halbblutprinz (feat. narrator: Rufus Beck),5.026,J.K. Rowling,,'06,German
944,500,1,5,1735966,6,Death Approaches,Room Service,Panzerchrist,Room Service,2003,English
5196,500,4,3,754772MB-01,6,Death Approaches - Room Service,3.613,Panzerchrist,,'03,English
6328,500,5,4,n.a.,6,006-Death Approaches,3m 36sec,Panzerchrist,Room Service (2003),,Eng.
10010,500,3,2,,MBox4691812-HH,6,Panzerchrits - Death Approaches,216,, Room Service,3
10466,500,2,1,WoM3471932,6,Death Approaches (Room Service),03:36,Panzerchrist,Room Service,2003,
948,502,1,3,26638722MB-01,16,Let's Get Together - すばらしきこのせかい Original Soundtrack,0.267,石元丈晴,,'07,Japanese
7146,502,2,4,86295-A04,16,,0m 16sec,,Soundtrack,,Jap.
950,503,1,1,WoM1967339,16,Le Fiacre (Collection or),02:13,Lnia Margy,Collection or,1992,
2566,503,3,3,42768010MB-01,16,Le Fiacre - Collection or,2.217,Lina Margy,,'92,French
4860,503,4,4,138544-A052,16,016-Le Fiacre,2m 13sec,Margy,Collection or (1992),,Frie.
6986,503,5,5,9836643,16,Le Fiacre,133000,Lina Margy,Collection or,1992,Fernch
7449,503,2,2,MBox26585520-HH,16,Lina Margy - Le Fiacre,133,,Collection or,92,French
955,507,1,5,12632657,7,instruments of adrkness,434000,Art of Noise,In Visible Silence,1988,TEnglish
3285,507,2,1,WoM25265323,7,Instruments of Darkness (In Visible Silence),07:14,Art of Noise,In Visible Silence,1988,
11660,507,3,2,MBox34142318-HH,7,Art of Noise - Instruments of Darkness,434,,In Visible Silence,88,English
959,508,1,3,5980314MB-01,7,Swing Street - Every Turn of the World,4.305,Christopher Cross,,,English
3707,508,2,4,19373-A026,7,007-Swing Street,4m 18sec,Christopher Cross,Every Turn of the World (unknown),,Eng.
961,509,1,3,4522144MB-01,18,"Starting Line 2 - Rock, Classic Rock",2.183,Benjamin Marks & Christopher Ashmore,,'08,English
9574,509,2,4,146492-A020,18,018-Starting Line 2,2m 11sec,Benjamin Marks & Christopher Ashmore,"Rock, Classic Rock (2008)",,Eng.
965,511,1,3,7932312MB-01,11,"Right on Target - Gay Classics, Volume 1: Ridin' the Rainbow",6.327,Paul Parker,,'95,English
11679,511,2,4,25696-A051,11,011-Right on Target,6m 19sec,PaulParker,"Gay Classics, Volume 1: Ridin' the Rainbow (1995)",,Eng.
971,515,1,1,WoM2316496,2,Cent mille raisons (Fiori: Un musicien parmi tant d'autres),04:04,Mes Aieux,Firoi: Un musicien parmi tant d'autres,2006,
1635,515,4,4,163133-A030,2,002-Cent mille raisons,4m 4sec,Mes Aieux,Fiori: Un musicien parmi tant d'autres (2006),,Fre.
7773,515,3,3,50358415MB-01,2,Cent mille raisons - Fiori: Un musicien parmi tant d'autres,4.067,Mecs Aieux,,'06,French
11608,515,5,5,11582440,2,Cent mille raisons,244000,Mes Aieux,Fiori: Un musicien parmi tant d'autres,2006,French
13650,515,2,2,MBox3130399-HH,2,Mes Aieux - Cent mille raisons,244,,Fiori: Un musicien parmi tcant d'autres,6,French
973,516,1,5,13375712,8,Пупырышки,10000,Потап и Настя Каменских,Не Люби Мне Мозги,2009,Russian
3967,516,4,3,5815530MB-01,8,Пупырышки - Не Люби Мне Мозги,0.167,Потап и Настя Каменских,,'09,Russian
4057,516,3,2,MBox3615062-HH,8,Потап и Настя Каменских - Пупырышки,10,,Не Люби Мне Мозги,9,Russian
17060,516,2,1,WoM26751428,8,Пупырышки (Не Люби Мне Мозги),00:10,Потап и Настя Каменских,Не Люби Мне Мозги,2009,
39,519,3,3,5235450MB-01,13,Mu sõber tuul - Uus Laine,4.567,Laine,,'00,Estonian
978,519,1,1,WoM24083044,24,Mu sõber tuul (Uus LaineA),04:34,Laine,Uus Laine,2000,
4788,519,2,2,MBox3254471-HH,24,Laine - Mu sõber tuul,274,,Uus Laine,0,Estonian
984,521,1,2,MBox1943252-HH,11,Al Martino - You're the Love of My Life,178,,Best of José Carreras Gala,4,[Multiple languages]
2803,521,2,3,31260915MB-01,11,You're,2.967,Al Martino,,'04,
989,523,1,5,8067424,1,Confessions,173000,Possessed,The Eyes of Horror,1987,English
18245,523,2,1,WoM16134840,1,Confessions (The Eyes of Horror),02:53,Possessed,The Eyes of Horror,unk.,
991,524,1,2,MBox39314621-HH,3,Charles Mingus - New York Sketchbook,535,,A Moderrn Jazz Symposium of Music and Poetry With Charles Mingus,5,English
2864,524,2,3,63245222MB-01,3,New York Sketchbook - A Modern Jazz Symposium of Music and Poetry With Charles Mingus,8.92,Charles Mingus,,'05,Engliish
4086,524,3,4,204879-A035,3,003-New York Sketchbook,8m 55sec,Charles Mingus,A Modern Jazz Symposium of Music and Poetry With Charles Mingus (2005),,Eng.
996,526,1,2,MBox40281621-HH,3,Senru - Cool Beans (Microdot),166,,The What EP 2013-01: April,13,English
5027,526,2,3,6480091MB-01,3,Cool Beans (Microdot) - The What EP 2013-01: April,2.767,Senru,,'13,English
7151,526,3,4,209918-A056,3,003-Cool Beans (Microdot),2m 46sec,Senru,The What EP 2013-01: April,2013,Eng.
997,527,1,1,WoM7476718,8,Paradize - Version (KM-Musik: Sounds of Delight),04:54,Dreadful Shadows,,,
3589,527,3,3,1625378MB-01,8,Paradize - Version - KM-Musik: Sounds of Delight,4.91,Dreadful Shadows,,,English
5418,527,2,2,MBox10103632-HH,8,Dreadful Shadows - Paradize - Version,294,,KM-Musik: Sounds of Delight,,English
12788,527,4,4,52653-A022,8,008-Paradize - Version,4m 54sec,DreadfulShadows,KM-Musik: Sounds of Delight (unknown),,Eng.
14335,527,5,5,3738352,8,Paradize - Version,294573,Dreadful Shadows,KM--Musik: Sounds of Delight,,English
999,529,1,3,1686915MB-01,7,Black Watch Polka/Royal Scots Polka - The Pipes and Drums of Scotland,2.968,Strathclyde Police Pipe Band,,,Egnlish
8111,529,2,4,54646-A058,6,006-Black Watch Polka/Royal Scots Polka,2m 58sec,Strathclyde P. Piep B.,The Pipes and Drums of Scotland (unknown),,Eng.
1001,530,1,2,MBox3197781-HH,5,Severed Heads - A Million Angels,,,If I've Told YouO nce I've Told You a 1000 Times,87,English
12519,530,2,3,5144257MB-01,5,A Million Angels - If I've Told You Once I've Told You a 1000 Times,,Severed Heads,,'87,Enlgish
